% of Delayed Flights,Airport Code,Airport Name,Carrier Code,Carrier Name,City,Date,Minutes of Delay per Flight,Minutes of Delay,Number of Flights,Number of Records,Ontime Category,State
1,LAS,McCarran International,VX,Virgin,Las Vegas,2/1/13,27,43,1.58,1,Delayed by Weather,NV
1,JFK,John F. Kennedy International,VX,Virgin,New York,2/1/13,27,263,9.62,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,VX,Virgin,Dallas/Fort Worth,2/1/13,23,24,1.05,1,Delayed by Weather,TX
1,SEA,Seattle/Tacoma International,VX,Virgin,Seattle,2/1/13,21,26,1.24,1,Delayed by Weather,WA
1,PHX,Phoenix Sky Harbor International,WN,Southwest,Phoenix,2/1/13,44,356,8.02,1,Delayed by Weather,AZ
1,LAX,Los Angeles International,WN,Southwest,Los Angeles,2/1/13,30,42,1.4,1,Delayed by Weather,CA
1,SFO,San Francisco International,WN,Southwest,San Francisco,2/1/13,52,411,7.93,1,Delayed by Weather,CA
1,DEN,Denver International,WN,Southwest,Denver,2/1/13,59,1080,18.24,1,Delayed by Weather,CO
1,MCO,Orlando International,WN,Southwest,Orlando,2/1/13,33,162,4.84,1,Delayed by Weather,FL
1,ATL,Hartsfield-Jackson Atlanta,WN,Southwest,Atlanta,2/1/13,28,58,2.06,1,Delayed by Weather,GA
1,BOS,Logan International,WN,Southwest,Boston,2/1/13,72,767,10.64,1,Delayed by Weather,MA
1,BWI,Baltimore/Washington International,WN,Southwest,Baltimore,2/1/13,45,382,8.41,1,Delayed by Weather,MD
1,DTW,Detroit Metro Wayne County,WN,Southwest,Detroit,2/1/13,103,204,1.99,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,WN,Southwest,Minneapolis,2/1/13,53,205,3.84,1,Delayed by Weather,MN
1,EWR,Newark Liberty International,WN,Southwest,Newark,2/1/13,78,1018,13,1,Delayed by Weather,NJ
1,LAS,McCarran International,WN,Southwest,Las Vegas,2/1/13,56,309,5.51,1,Delayed by Weather,NV
1,LGA,LaGuardia,WN,Southwest,New York,2/1/13,85,880,10.39,1,Delayed by Weather,NY
1,SEA,Seattle/Tacoma International,WN,Southwest,Seattle,2/1/13,21,16,0.76,1,Delayed by Weather,WA
1,PHX,Phoenix Sky Harbor International,YV,Mesa,Phoenix,2/1/13,59,177,3,1,Delayed by Weather,AZ
1,ATL,Hartsfield-Jackson Atlanta,YV,Mesa,Atlanta,2/1/13,140,420,3,1,Delayed by Weather,GA
1,ORD,Chicago O'Hare International,YV,Mesa,Chicago,2/1/13,165,494,3,1,Delayed by Weather,IL
1,DTW,Detroit Metro Wayne County,YV,Mesa,Detroit,2/1/13,24,24,1,1,Delayed by Weather,MI
1,CLT,Charlotte Douglas International,YV,Mesa,Charlotte,2/1/13,67,402,6,1,Delayed by Weather,NC
1,DFW,Dallas/Fort Worth International,YV,Mesa,Dallas/Fort Worth,2/1/13,46,91,2,1,Delayed by Weather,TX
1,ATL,Hartsfield-Jackson Atlanta,9E,Pinnacle,Atlanta,3/1/13,86,147,1.7,1,Delayed by Weather,GA
1,DTW,Detroit Metro Wayne County,9E,Pinnacle,Detroit,3/1/13,59,323,5.5,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,9E,Pinnacle,Minneapolis,3/1/13,51,202,3.99,1,Delayed by Weather,MN
1,EWR,Newark Liberty International,9E,Pinnacle,Newark,3/1/13,29,8,0.28,1,Delayed by Weather,NJ
1,JFK,John F. Kennedy International,9E,Pinnacle,New York,3/1/13,216,281,1.3,1,Delayed by Weather,NY
1,LGA,LaGuardia,9E,Pinnacle,New York,3/1/13,144,69,0.48,1,Delayed by Weather,NY
1,SLC,Salt Lake City International,9E,Pinnacle,Salt Lake City,3/1/13,31,4,0.13,1,Delayed by Weather,UT
1,PHX,Phoenix Sky Harbor International,AA,American,Phoenix,3/1/13,34,165,4.84,1,Delayed by Weather,AZ
1,LAX,Los Angeles International,AA,American,Los Angeles,3/1/13,59,1186,20.01,1,Delayed by Weather,CA
1,SFO,San Francisco International,AA,American,San Francisco,3/1/13,52,650,12.58,1,Delayed by Weather,CA
1,DEN,Denver International,AA,American,Denver,3/1/13,41,172,4.21,1,Delayed by Weather,CO
1,MCO,Orlando International,AA,American,Orlando,3/1/13,38,217,5.7,1,Delayed by Weather,FL
1,ATL,Hartsfield-Jackson Atlanta,AA,American,Atlanta,3/1/13,47,20,0.43,1,Delayed by Weather,GA
1,ORD,Chicago O'Hare International,AA,American,Chicago,3/1/13,77,1543,19.99,1,Delayed by Weather,IL
1,BOS,Logan International,AA,American,Boston,3/1/13,64,631,9.9,1,Delayed by Weather,MA
1,DTW,Detroit Metro Wayne County,AA,American,Detroit,3/1/13,50,122,2.42,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,AA,American,Minneapolis,3/1/13,72,244,3.37,1,Delayed by Weather,MN
1,CLT,Charlotte Douglas International,AA,American,Charlotte,3/1/13,56,9,0.16,1,Delayed by Weather,NC
1,EWR,Newark Liberty International,AA,American,Newark,3/1/13,125,15,0.12,1,Delayed by Weather,NJ
1,LAS,McCarran International,AA,American,Las Vegas,3/1/13,50,267,5.38,1,Delayed by Weather,NV
1,JFK,John F. Kennedy International,AA,American,New York,3/1/13,38,244,6.5,1,Delayed by Weather,NY
1,LGA,LaGuardia,AA,American,New York,3/1/13,30,545,17.89,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,AA,American,Dallas/Fort Worth,3/1/13,107,7865,73.65,1,Delayed by Weather,TX
1,IAH,George Bush Intercontinental,AA,American,Houston,3/1/13,48,58,1.21,1,Delayed by Weather,TX
1,SLC,Salt Lake City International,AA,American,Salt Lake City,3/1/13,39,92,2.34,1,Delayed by Weather,UT
1,SEA,Seattle/Tacoma International,AA,American,Seattle,3/1/13,43,274,6.36,1,Delayed by Weather,WA
1,LAX,Los Angeles International,AS,Alaska,Los Angeles,3/1/13,87,77,0.89,1,Delayed by Weather,CA
1,SFO,San Francisco International,AS,Alaska,San Francisco,3/1/13,38,76,2,1,Delayed by Weather,CA
1,BOS,Logan International,AS,Alaska,Boston,3/1/13,16,8,0.5,1,Delayed by Weather,MA
1,SEA,Seattle/Tacoma International,AS,Alaska,Seattle,3/1/13,78,397,5.08,1,Delayed by Weather,WA
1,LAX,Los Angeles International,B6,JetBlue,Los Angeles,3/1/13,75,117,1.55,1,Delayed by Weather,CA
1,SFO,San Francisco International,B6,JetBlue,San Francisco,3/1/13,67,103,1.53,1,Delayed by Weather,CA
1,DEN,Denver International,B6,JetBlue,Denver,3/1/13,143,288,2.01,1,Delayed by Weather,CO
1,MCO,Orlando International,B6,JetBlue,Orlando,3/1/13,100,532,5.33,1,Delayed by Weather,FL
1,ORD,Chicago O'Hare International,B6,JetBlue,Chicago,3/1/13,131,192,1.47,1,Delayed by Weather,IL
1,BOS,Logan International,B6,JetBlue,Boston,3/1/13,101,515,5.11,1,Delayed by Weather,MA
1,BWI,Baltimore/Washington International,B6,JetBlue,Baltimore,3/1/13,95,86,0.91,1,Delayed by Weather,MD
1,CLT,Charlotte Douglas International,B6,JetBlue,Charlotte,3/1/13,50,7,0.14,1,Delayed by Weather,NC
1,EWR,Newark Liberty International,B6,JetBlue,Newark,3/1/13,106,51,0.48,1,Delayed by Weather,NJ
1,LAS,McCarran International,B6,JetBlue,Las Vegas,3/1/13,237,640,2.7,1,Delayed by Weather,NV
1,JFK,John F. Kennedy International,B6,JetBlue,New York,3/1/13,75,422,5.62,1,Delayed by Weather,NY
1,LGA,LaGuardia,B6,JetBlue,New York,3/1/13,56,76,1.35,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,B6,JetBlue,Dallas/Fort Worth,3/1/13,171,154,0.9,1,Delayed by Weather,TX
1,SEA,Seattle/Tacoma International,B6,JetBlue,Seattle,3/1/13,15,7,0.47,1,Delayed by Weather,WA
1,PHX,Phoenix Sky Harbor International,DL,Delta,Phoenix,3/1/13,110,192,1.74,1,Delayed by Weather,AZ
1,LAX,Los Angeles International,DL,Delta,Los Angeles,3/1/13,103,463,4.5,1,Delayed by Weather,CA
1,SFO,San Francisco International,DL,Delta,San Francisco,3/1/13,93,368,3.97,1,Delayed by Weather,CA
1,DEN,Denver International,DL,Delta,Denver,3/1/13,102,413,4.06,1,Delayed by Weather,CO
1,MCO,Orlando International,DL,Delta,Orlando,3/1/13,143,1508,10.58,1,Delayed by Weather,FL
1,ATL,Hartsfield-Jackson Atlanta,DL,Delta,Atlanta,3/1/13,144,11629,80.56,1,Delayed by Weather,GA
1,ORD,Chicago O'Hare International,DL,Delta,Chicago,3/1/13,135,218,1.62,1,Delayed by Weather,IL
1,BOS,Logan International,DL,Delta,Boston,3/1/13,147,199,1.35,1,Delayed by Weather,MA
1,BWI,Baltimore/Washington International,DL,Delta,Baltimore,3/1/13,30,27,0.89,1,Delayed by Weather,MD
1,DTW,Detroit Metro Wayne County,DL,Delta,Detroit,3/1/13,90,1207,13.38,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,DL,Delta,Minneapolis,3/1/13,126,3759,29.94,1,Delayed by Weather,MN
1,CLT,Charlotte Douglas International,DL,Delta,Charlotte,3/1/13,143,232,1.62,1,Delayed by Weather,NC
1,EWR,Newark Liberty International,DL,Delta,Newark,3/1/13,154,237,1.54,1,Delayed by Weather,NJ
1,LAS,McCarran International,DL,Delta,Las Vegas,3/1/13,164,462,2.81,1,Delayed by Weather,NV
1,JFK,John F. Kennedy International,DL,Delta,New York,3/1/13,100,394,3.93,1,Delayed by Weather,NY
1,LGA,LaGuardia,DL,Delta,New York,3/1/13,138,1679,12.18,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,DL,Delta,Dallas/Fort Worth,3/1/13,139,99,0.71,1,Delayed by Weather,TX
1,IAH,George Bush Intercontinental,DL,Delta,Houston,3/1/13,367,942,2.57,1,Delayed by Weather,TX
1,SLC,Salt Lake City International,DL,Delta,Salt Lake City,3/1/13,142,1905,13.42,1,Delayed by Weather,UT
1,SEA,Seattle/Tacoma International,DL,Delta,Seattle,3/1/13,114,262,2.29,1,Delayed by Weather,WA
1,DEN,Denver International,EV,ExpressJet,Denver,3/1/13,123,1024,8.33,1,Delayed by Weather,CO
1,ATL,Hartsfield-Jackson Atlanta,EV,ExpressJet,Atlanta,3/1/13,89,4388,49.04,1,Delayed by Weather,GA
1,ORD,Chicago O'Hare International,EV,ExpressJet,Chicago,3/1/13,69,277,4.04,1,Delayed by Weather,IL
1,BOS,Logan International,EV,ExpressJet,Boston,3/1/13,45,5,0.11,1,Delayed by Weather,MA
1,BWI,Baltimore/Washington International,EV,ExpressJet,Baltimore,3/1/13,183,150,0.82,1,Delayed by Weather,MD
1,DTW,Detroit Metro Wayne County,EV,ExpressJet,Detroit,3/1/13,69,296,4.27,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,EV,ExpressJet,Minneapolis,3/1/13,46,80,1.75,1,Delayed by Weather,MN
1,CLT,Charlotte Douglas International,EV,ExpressJet,Charlotte,3/1/13,362,958,2.65,1,Delayed by Weather,NC
1,EWR,Newark Liberty International,EV,ExpressJet,Newark,3/1/13,116,802,6.89,1,Delayed by Weather,NJ
1,JFK,John F. Kennedy International,EV,ExpressJet,New York,3/1/13,100,1,0.01,1,Delayed by Weather,NY
1,LGA,LaGuardia,EV,ExpressJet,New York,3/1/13,229,39,0.17,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,EV,ExpressJet,Dallas/Fort Worth,3/1/13,180,264,1.47,1,Delayed by Weather,TX
1,IAH,George Bush Intercontinental,EV,ExpressJet,Houston,3/1/13,106,1461,13.76,1,Delayed by Weather,TX
1,PHX,Phoenix Sky Harbor International,F9,Frontier,Phoenix,3/1/13,300,3,0.01,1,Delayed by Weather,AZ
1,LAX,Los Angeles International,F9,Frontier,Los Angeles,3/1/13,94,15,0.16,1,Delayed by Weather,CA
1,DEN,Denver International,F9,Frontier,Denver,3/1/13,74,549,7.39,1,Delayed by Weather,CO
1,MCO,Orlando International,F9,Frontier,Orlando,3/1/13,59,83,1.4,1,Delayed by Weather,FL
1,DTW,Detroit Metro Wayne County,F9,Frontier,Detroit,3/1/13,50,7,0.14,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,F9,Frontier,Minneapolis,3/1/13,75,12,0.16,1,Delayed by Weather,MN
1,LAS,McCarran International,F9,Frontier,Las Vegas,3/1/13,83,5,0.06,1,Delayed by Weather,NV
1,DFW,Dallas/Fort Worth International,F9,Frontier,Dallas/Fort Worth,3/1/13,127,14,0.11,1,Delayed by Weather,TX
1,SLC,Salt Lake City International,F9,Frontier,Salt Lake City,3/1/13,27,40,1.49,1,Delayed by Weather,UT
1,LAX,Los Angeles International,FL,AirTran,Los Angeles,3/1/13,63,24,0.38,1,Delayed by Weather,CA
1,DEN,Denver International,FL,AirTran,Denver,3/1/13,56,56,1,1,Delayed by Weather,CO
1,MCO,Orlando International,FL,AirTran,Orlando,3/1/13,84,245,2.93,1,Delayed by Weather,FL
1,ATL,Hartsfield-Jackson Atlanta,FL,AirTran,Atlanta,3/1/13,82,917,11.25,1,Delayed by Weather,GA
1,BOS,Logan International,FL,AirTran,Boston,3/1/13,218,174,0.8,1,Delayed by Weather,MA
1,BWI,Baltimore/Washington International,FL,AirTran,Baltimore,3/1/13,116,218,1.88,1,Delayed by Weather,MD
1,DTW,Detroit Metro Wayne County,FL,AirTran,Detroit,3/1/13,143,172,1.2,1,Delayed by Weather,MI
1,CLT,Charlotte Douglas International,FL,AirTran,Charlotte,3/1/13,85,53,0.62,1,Delayed by Weather,NC
1,LGA,LaGuardia,FL,AirTran,New York,3/1/13,83,63,0.76,1,Delayed by Weather,NY
1,JFK,John F. Kennedy International,HA,Hawaiian,New York,3/1/13,21,14,0.67,1,Delayed by Weather,NY
1,LAX,Los Angeles International,MQ,A. Eagle,Los Angeles,3/1/13,95,348,3.66,1,Delayed by Weather,CA
1,DEN,Denver International,MQ,A. Eagle,Denver,3/1/13,56,315,5.64,1,Delayed by Weather,CO
1,ATL,Hartsfield-Jackson Atlanta,MQ,A. Eagle,Atlanta,3/1/13,77,1196,15.52,1,Delayed by Weather,GA
1,ORD,Chicago O'Hare International,MQ,A. Eagle,Chicago,3/1/13,120,3154,26.24,1,Delayed by Weather,IL
1,BWI,Baltimore/Washington International,MQ,A. Eagle,Baltimore,3/1/13,36,208,5.79,1,Delayed by Weather,MD
1,DTW,Detroit Metro Wayne County,MQ,A. Eagle,Detroit,3/1/13,63,672,10.59,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,MQ,A. Eagle,Minneapolis,3/1/13,59,1000,17.01,1,Delayed by Weather,MN
1,CLT,Charlotte Douglas International,MQ,A. Eagle,Charlotte,3/1/13,58,517,8.87,1,Delayed by Weather,NC
1,EWR,Newark Liberty International,MQ,A. Eagle,Newark,3/1/13,68,415,6.09,1,Delayed by Weather,NJ
1,JFK,John F. Kennedy International,MQ,A. Eagle,New York,3/1/13,118,466,3.94,1,Delayed by Weather,NY
1,LGA,LaGuardia,MQ,A. Eagle,New York,3/1/13,233,1436,6.17,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,MQ,A. Eagle,Dallas/Fort Worth,3/1/13,132,7581,57.27,1,Delayed by Weather,TX
1,IAH,George Bush Intercontinental,MQ,A. Eagle,Houston,3/1/13,65,377,5.77,1,Delayed by Weather,TX
1,SLC,Salt Lake City International,MQ,A. Eagle,Salt Lake City,3/1/13,79,215,2.73,1,Delayed by Weather,UT
1,PHX,Phoenix Sky Harbor International,OO,SkyWest,Phoenix,3/1/13,48,38,0.8,1,Delayed by Weather,AZ
1,LAX,Los Angeles International,OO,SkyWest,Los Angeles,3/1/13,104,2807,26.89,1,Delayed by Weather,CA
1,SFO,San Francisco International,OO,SkyWest,San Francisco,3/1/13,110,1252,11.41,1,Delayed by Weather,CA
1,DEN,Denver International,OO,SkyWest,Denver,3/1/13,65,831,12.8,1,Delayed by Weather,CO
1,ATL,Hartsfield-Jackson Atlanta,OO,SkyWest,Atlanta,3/1/13,126,24,0.19,1,Delayed by Weather,GA
1,ORD,Chicago O'Hare International,OO,SkyWest,Chicago,3/1/13,107,933,8.68,1,Delayed by Weather,IL
1,DTW,Detroit Metro Wayne County,OO,SkyWest,Detroit,3/1/13,29,2,0.07,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,OO,SkyWest,Minneapolis,3/1/13,110,1539,14.02,1,Delayed by Weather,MN
1,DFW,Dallas/Fort Worth International,OO,SkyWest,Dallas/Fort Worth,3/1/13,183,11,0.06,1,Delayed by Weather,TX
1,IAH,George Bush Intercontinental,OO,SkyWest,Houston,3/1/13,92,537,5.83,1,Delayed by Weather,TX
1,SLC,Salt Lake City International,OO,SkyWest,Salt Lake City,3/1/13,51,667,13.02,1,Delayed by Weather,UT
1,SEA,Seattle/Tacoma International,OO,SkyWest,Seattle,3/1/13,60,220,3.69,1,Delayed by Weather,WA
1,PHX,Phoenix Sky Harbor International,UA,United,Phoenix,3/1/13,54,183,3.37,1,Delayed by Weather,AZ
1,LAX,Los Angeles International,UA,United,Los Angeles,3/1/13,65,494,7.56,1,Delayed by Weather,CA
1,SFO,San Francisco International,UA,United,San Francisco,3/1/13,73,1237,17.06,1,Delayed by Weather,CA
1,DEN,Denver International,UA,United,Denver,3/1/13,83,1587,19.15,1,Delayed by Weather,CO
1,MCO,Orlando International,UA,United,Orlando,3/1/13,45,389,8.55,1,Delayed by Weather,FL
1,ORD,Chicago O'Hare International,UA,United,Chicago,3/1/13,87,1910,21.92,1,Delayed by Weather,IL
1,BOS,Logan International,UA,United,Boston,3/1/13,47,335,7.15,1,Delayed by Weather,MA
1,BWI,Baltimore/Washington International,UA,United,Baltimore,3/1/13,52,146,2.82,1,Delayed by Weather,MD
1,DTW,Detroit Metro Wayne County,UA,United,Detroit,3/1/13,77,20,0.26,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,UA,United,Minneapolis,3/1/13,35,27,0.78,1,Delayed by Weather,MN
1,CLT,Charlotte Douglas International,UA,United,Charlotte,3/1/13,18,6,0.33,1,Delayed by Weather,NC
1,EWR,Newark Liberty International,UA,United,Newark,3/1/13,87,1337,15.32,1,Delayed by Weather,NJ
1,LAS,McCarran International,UA,United,Las Vegas,3/1/13,69,237,3.42,1,Delayed by Weather,NV
1,LGA,LaGuardia,UA,United,New York,3/1/13,34,192,5.73,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,UA,United,Dallas/Fort Worth,3/1/13,120,60,0.5,1,Delayed by Weather,TX
1,IAH,George Bush Intercontinental,UA,United,Houston,3/1/13,50,1038,20.91,1,Delayed by Weather,TX
1,SEA,Seattle/Tacoma International,UA,United,Seattle,3/1/13,84,353,4.2,1,Delayed by Weather,WA
1,PHX,Phoenix Sky Harbor International,US,US Airways,Phoenix,3/1/13,114,595,5.22,1,Delayed by Weather,AZ
1,LAX,Los Angeles International,US,US Airways,Los Angeles,3/1/13,36,72,1.98,1,Delayed by Weather,CA
1,SFO,San Francisco International,US,US Airways,San Francisco,3/1/13,53,114,2.15,1,Delayed by Weather,CA
1,DEN,Denver International,US,US Airways,Denver,3/1/13,37,7,0.19,1,Delayed by Weather,CO
1,MCO,Orlando International,US,US Airways,Orlando,3/1/13,38,145,3.8,1,Delayed by Weather,FL
1,ATL,Hartsfield-Jackson Atlanta,US,US Airways,Atlanta,3/1/13,44,38,0.86,1,Delayed by Weather,GA
1,ORD,Chicago O'Hare International,US,US Airways,Chicago,3/1/13,30,48,1.6,1,Delayed by Weather,IL
1,BOS,Logan International,US,US Airways,Boston,3/1/13,52,184,3.55,1,Delayed by Weather,MA
1,BWI,Baltimore/Washington International,US,US Airways,Baltimore,3/1/13,53,49,0.92,1,Delayed by Weather,MD
1,DTW,Detroit Metro Wayne County,US,US Airways,Detroit,3/1/13,35,44,1.25,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,US,US Airways,Minneapolis,3/1/13,48,95,1.97,1,Delayed by Weather,MN
1,CLT,Charlotte Douglas International,US,US Airways,Charlotte,3/1/13,65,950,14.72,1,Delayed by Weather,NC
1,EWR,Newark Liberty International,US,US Airways,Newark,3/1/13,64,21,0.33,1,Delayed by Weather,NJ
1,LAS,McCarran International,US,US Airways,Las Vegas,3/1/13,40,18,0.45,1,Delayed by Weather,NV
1,LGA,LaGuardia,US,US Airways,New York,3/1/13,98,392,4.01,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,US,US Airways,Dallas/Fort Worth,3/1/13,99,107,1.08,1,Delayed by Weather,TX
1,IAH,George Bush Intercontinental,US,US Airways,Houston,3/1/13,16,15,0.94,1,Delayed by Weather,TX
1,SLC,Salt Lake City International,US,US Airways,Salt Lake City,3/1/13,38,15,0.39,1,Delayed by Weather,UT
1,LAX,Los Angeles International,VX,Virgin,Los Angeles,3/1/13,32,650,20.25,1,Delayed by Weather,CA
1,SFO,San Francisco International,VX,Virgin,San Francisco,3/1/13,52,1426,27.29,1,Delayed by Weather,CA
1,ORD,Chicago O'Hare International,VX,Virgin,Chicago,3/1/13,42,8,0.19,1,Delayed by Weather,IL
1,BOS,Logan International,VX,Virgin,Boston,3/1/13,23,119,5.08,1,Delayed by Weather,MA
1,LAS,McCarran International,VX,Virgin,Las Vegas,3/1/13,39,15,0.38,1,Delayed by Weather,NV
1,JFK,John F. Kennedy International,VX,Virgin,New York,3/1/13,24,266,10.93,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,VX,Virgin,Dallas/Fort Worth,3/1/13,81,124,1.53,1,Delayed by Weather,TX
1,SEA,Seattle/Tacoma International,VX,Virgin,Seattle,3/1/13,26,139,5.28,1,Delayed by Weather,WA
1,PHX,Phoenix Sky Harbor International,WN,Southwest,Phoenix,3/1/13,62,538,8.64,1,Delayed by Weather,AZ
1,LAX,Los Angeles International,WN,Southwest,Los Angeles,3/1/13,41,291,7.08,1,Delayed by Weather,CA
1,SFO,San Francisco International,WN,Southwest,San Francisco,3/1/13,87,849,9.79,1,Delayed by Weather,CA
1,DEN,Denver International,WN,Southwest,Denver,3/1/13,99,6395,64.76,1,Delayed by Weather,CO
1,MCO,Orlando International,WN,Southwest,Orlando,3/1/13,62,1502,24.41,1,Delayed by Weather,FL
1,ATL,Hartsfield-Jackson Atlanta,WN,Southwest,Atlanta,3/1/13,74,119,1.6,1,Delayed by Weather,GA
1,BOS,Logan International,WN,Southwest,Boston,3/1/13,87,798,9.13,1,Delayed by Weather,MA
1,BWI,Baltimore/Washington International,WN,Southwest,Baltimore,3/1/13,74,2531,34.14,1,Delayed by Weather,MD
1,DTW,Detroit Metro Wayne County,WN,Southwest,Detroit,3/1/13,80,203,2.53,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,WN,Southwest,Minneapolis,3/1/13,64,389,6.09,1,Delayed by Weather,MN
1,EWR,Newark Liberty International,WN,Southwest,Newark,3/1/13,85,1547,18.13,1,Delayed by Weather,NJ
1,LAS,McCarran International,WN,Southwest,Las Vegas,3/1/13,66,933,14.17,1,Delayed by Weather,NV
1,LGA,LaGuardia,WN,Southwest,New York,3/1/13,95,1029,10.84,1,Delayed by Weather,NY
1,SLC,Salt Lake City International,WN,Southwest,Salt Lake City,3/1/13,22,19,0.87,1,Delayed by Weather,UT
1,SEA,Seattle/Tacoma International,WN,Southwest,Seattle,3/1/13,34,16,0.47,1,Delayed by Weather,WA
1,PHX,Phoenix Sky Harbor International,YV,Mesa,Phoenix,3/1/13,26,8,0.31,1,Delayed by Weather,AZ
1,ATL,Hartsfield-Jackson Atlanta,YV,Mesa,Atlanta,3/1/13,30,77,2.6,1,Delayed by Weather,GA
1,DTW,Detroit Metro Wayne County,YV,Mesa,Detroit,3/1/13,20,20,1,1,Delayed by Weather,MI
1,CLT,Charlotte Douglas International,YV,Mesa,Charlotte,3/1/13,167,941,5.64,1,Delayed by Weather,NC
1,LGA,LaGuardia,YV,Mesa,New York,3/1/13,22,22,1,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,YV,Mesa,Dallas/Fort Worth,3/1/13,39,55,1.41,1,Delayed by Weather,TX
1,ATL,Hartsfield-Jackson Atlanta,9E,Pinnacle,Atlanta,4/1/13,47,72,1.54,1,Delayed by Weather,GA
1,ORD,Chicago O'Hare International,9E,Pinnacle,Chicago,4/1/13,79,11,0.14,1,Delayed by Weather,IL
1,DTW,Detroit Metro Wayne County,9E,Pinnacle,Detroit,4/1/13,153,5552,36.24,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,9E,Pinnacle,Minneapolis,4/1/13,128,2408,18.81,1,Delayed by Weather,MN
1,JFK,John F. Kennedy International,9E,Pinnacle,New York,4/1/13,55,429,7.82,1,Delayed by Weather,NY
1,LGA,LaGuardia,9E,Pinnacle,New York,4/1/13,92,95,1.03,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,9E,Pinnacle,Dallas/Fort Worth,4/1/13,75,6,0.08,1,Delayed by Weather,TX
1,PHX,Phoenix Sky Harbor International,AA,American,Phoenix,4/1/13,75,554,7.34,1,Delayed by Weather,AZ
1,LAX,Los Angeles International,AA,American,Los Angeles,4/1/13,66,1619,24.6,1,Delayed by Weather,CA
1,SFO,San Francisco International,AA,American,San Francisco,4/1/13,78,908,11.6,1,Delayed by Weather,CA
1,DEN,Denver International,AA,American,Denver,4/1/13,47,291,6.21,1,Delayed by Weather,CO
1,MCO,Orlando International,AA,American,Orlando,4/1/13,67,562,8.44,1,Delayed by Weather,FL
1,ATL,Hartsfield-Jackson Atlanta,AA,American,Atlanta,4/1/13,77,385,4.97,1,Delayed by Weather,GA
1,ORD,Chicago O'Hare International,AA,American,Chicago,4/1/13,161,3097,19.21,1,Delayed by Weather,IL
1,BOS,Logan International,AA,American,Boston,4/1/13,100,970,9.71,1,Delayed by Weather,MA
1,BWI,Baltimore/Washington International,AA,American,Baltimore,4/1/13,76,119,1.56,1,Delayed by Weather,MD
1,DTW,Detroit Metro Wayne County,AA,American,Detroit,4/1/13,59,116,1.95,1,Delayed by Weather,MI
1,MSP,Minneapolis-St Paul International,AA,American,Minneapolis,4/1/13,48,253,5.22,1,Delayed by Weather,MN
1,CLT,Charlotte Douglas International,AA,American,Charlotte,4/1/13,145,61,0.42,1,Delayed by Weather,NC
1,EWR,Newark Liberty International,AA,American,Newark,4/1/13,30,25,0.84,1,Delayed by Weather,NJ
1,LAS,McCarran International,AA,American,Las Vegas,4/1/13,64,740,11.6,1,Delayed by Weather,NV
1,JFK,John F. Kennedy International,AA,American,New York,4/1/13,86,298,3.47,1,Delayed by Weather,NY
1,LGA,LaGuardia,AA,American,New York,4/1/13,81,1229,15.26,1,Delayed by Weather,NY
1,DFW,Dallas/Fort Worth International,AA,American,Dallas/Fort Worth,4/1/13,82,4703,57.58,1,Delayed by Weather,TX
1,IAH,George Bush Intercontinental,AA,American,Houston,4/1/13,64,220,3.44,1,Delayed by Weather,TX
1,SLC,Salt Lake City International,AA,American,Salt Lake City,4/1/13,55,95,1.73,1,Delayed by Weather,UT
1,SEA,Seattle/Tacoma International,AA,American,Seattle,4/1/13,65,549,8.51,1,Delayed by Weather,WA
1,SFO,San Francisco International,AS,Alaska,San Francisco,4/1/13,105,328,3.11,1,Delayed by Weather,CA
1,DFW,Dallas/Fort Worth International,AS,Alaska,Dallas/Fort Worth,4/1/13,32,6,0.19,1,Delayed by Weather,TX
1,IAH,George Bush Intercontinental,AS,Alaska,Houston,4/1/13,38,30,0.79,1,Delayed by Weather,TX
1,SEA,Seattle/Tacoma International,AS,Alaska,Seattle,4/1/13,52,117,2.25,1,Delayed by Weather,WA
