% of Delayed Flights,Airport Code,Airport Name,Carrier Code,Carrier Name,City,Date,Minutes of Delay per Flight,Minutes of Delay,Number of Flights,Number of Records,Ontime Category,State
,PHX,Phoenix Sky Harbor International,9E,Pinnacle,Phoenix,1/1/13,,,0,1,Cancelled,AZ
0,DEN,Denver International,9E,Pinnacle,Denver,1/1/13,,,2,1,Cancelled,CO
0,MCO,Orlando International,9E,Pinnacle,Orlando,1/1/13,,,2,1,Cancelled,FL
0,ATL,Hartsfield-Jackson Atlanta,9E,Pinnacle,Atlanta,1/1/13,,,59,1,Cancelled,GA
0,ORD,Chicago O'Hare International,9E,Pinnacle,Chicago,1/1/13,,,13,1,Cancelled,IL
0,BOS,Logan International,9E,Pinnacle,Boston,1/1/13,,,9,1,Cancelled,MA
0,BWI,Baltimore/Washington International,9E,Pinnacle,Baltimore,1/1/13,,,10,1,Cancelled,MD
0,DTW,Detroit Metro Wayne County,9E,Pinnacle,Detroit,1/1/13,,,179,1,Cancelled,MI
0,MSP,Minneapolis-St Paul International,9E,Pinnacle,Minneapolis,1/1/13,,,80,1,Cancelled,MN
0,CLT,Charlotte Douglas International,9E,Pinnacle,Charlotte,1/1/13,,,7,1,Cancelled,NC
0,EWR,Newark Liberty International,9E,Pinnacle,Newark,1/1/13,,,3,1,Cancelled,NJ
0,JFK,John F. Kennedy International,9E,Pinnacle,New York,1/1/13,,,67,1,Cancelled,NY
0,LGA,LaGuardia,9E,Pinnacle,New York,1/1/13,,,6,1,Cancelled,NY
0,DFW,Dallas/Fort Worth International,9E,Pinnacle,Dallas/Fort Worth,1/1/13,,,2,1,Cancelled,TX
0,IAH,George Bush Intercontinental,9E,Pinnacle,Houston,1/1/13,,,3,1,Cancelled,TX
0,SLC,Salt Lake City International,9E,Pinnacle,Salt Lake City,1/1/13,,,6,1,Cancelled,UT
0,PHX,Phoenix Sky Harbor International,AA,American,Phoenix,1/1/13,,,7,1,Cancelled,AZ
0,LAX,Los Angeles International,AA,American,Los Angeles,1/1/13,,,31,1,Cancelled,CA
0,SFO,San Francisco International,AA,American,San Francisco,1/1/13,,,18,1,Cancelled,CA
0,DEN,Denver International,AA,American,Denver,1/1/13,,,2,1,Cancelled,CO
0,MCO,Orlando International,AA,American,Orlando,1/1/13,,,12,1,Cancelled,FL
0,ATL,Hartsfield-Jackson Atlanta,AA,American,Atlanta,1/1/13,,,14,1,Cancelled,GA
0,ORD,Chicago O'Hare International,AA,American,Chicago,1/1/13,,,65,1,Cancelled,IL
0,BOS,Logan International,AA,American,Boston,1/1/13,,,14,1,Cancelled,MA
0,BWI,Baltimore/Washington International,AA,American,Baltimore,1/1/13,,,2,1,Cancelled,MD
0,DTW,Detroit Metro Wayne County,AA,American,Detroit,1/1/13,,,3,1,Cancelled,MI
0,MSP,Minneapolis-St Paul International,AA,American,Minneapolis,1/1/13,,,8,1,Cancelled,MN
0,CLT,Charlotte Douglas International,AA,American,Charlotte,1/1/13,,,12,1,Cancelled,NC
0,EWR,Newark Liberty International,AA,American,Newark,1/1/13,,,10,1,Cancelled,NJ
0,LAS,McCarran International,AA,American,Las Vegas,1/1/13,,,4,1,Cancelled,NV
0,JFK,John F. Kennedy International,AA,American,New York,1/1/13,,,6,1,Cancelled,NY
0,LGA,LaGuardia,AA,American,New York,1/1/13,,,48,1,Cancelled,NY
0,DFW,Dallas/Fort Worth International,AA,American,Dallas/Fort Worth,1/1/13,,,338,1,Cancelled,TX
0,IAH,George Bush Intercontinental,AA,American,Houston,1/1/13,,,9,1,Cancelled,TX
0,SLC,Salt Lake City International,AA,American,Salt Lake City,1/1/13,,,2,1,Cancelled,UT
0,SEA,Seattle/Tacoma International,AA,American,Seattle,1/1/13,,,4,1,Cancelled,WA
0,PHX,Phoenix Sky Harbor International,AS,Alaska,Phoenix,1/1/13,,,1,1,Cancelled,AZ
,LAX,Los Angeles International,AS,Alaska,Los Angeles,1/1/13,,,0,1,Cancelled,CA
0,SFO,San Francisco International,AS,Alaska,San Francisco,1/1/13,,,1,1,Cancelled,CA
,DEN,Denver International,AS,Alaska,Denver,1/1/13,,,0,1,Cancelled,CO
,MCO,Orlando International,AS,Alaska,Orlando,1/1/13,,,0,1,Cancelled,FL
,ATL,Hartsfield-Jackson Atlanta,AS,Alaska,Atlanta,1/1/13,,,0,1,Cancelled,GA
,ORD,Chicago O'Hare International,AS,Alaska,Chicago,1/1/13,,,0,1,Cancelled,IL
,BOS,Logan International,AS,Alaska,Boston,1/1/13,,,0,1,Cancelled,MA
,MSP,Minneapolis-St Paul International,AS,Alaska,Minneapolis,1/1/13,,,0,1,Cancelled,MN
,EWR,Newark Liberty International,AS,Alaska,Newark,1/1/13,,,0,1,Cancelled,NJ
0,LAS,McCarran International,AS,Alaska,Las Vegas,1/1/13,,,1,1,Cancelled,NV
,DFW,Dallas/Fort Worth International,AS,Alaska,Dallas/Fort Worth,1/1/13,,,0,1,Cancelled,TX
,IAH,George Bush Intercontinental,AS,Alaska,Houston,1/1/13,,,0,1,Cancelled,TX
0,SEA,Seattle/Tacoma International,AS,Alaska,Seattle,1/1/13,,,14,1,Cancelled,WA
,PHX,Phoenix Sky Harbor International,B6,JetBlue,Phoenix,1/1/13,,,0,1,Cancelled,AZ
,LAX,Los Angeles International,B6,JetBlue,Los Angeles,1/1/13,,,0,1,Cancelled,CA
,SFO,San Francisco International,B6,JetBlue,San Francisco,1/1/13,,,0,1,Cancelled,CA
,DEN,Denver International,B6,JetBlue,Denver,1/1/13,,,0,1,Cancelled,CO
0,MCO,Orlando International,B6,JetBlue,Orlando,1/1/13,,,8,1,Cancelled,FL
,ORD,Chicago O'Hare International,B6,JetBlue,Chicago,1/1/13,,,0,1,Cancelled,IL
0,BOS,Logan International,B6,JetBlue,Boston,1/1/13,,,9,1,Cancelled,MA
,BWI,Baltimore/Washington International,B6,JetBlue,Baltimore,1/1/13,,,0,1,Cancelled,MD
,CLT,Charlotte Douglas International,B6,JetBlue,Charlotte,1/1/13,,,0,1,Cancelled,NC
0,EWR,Newark Liberty International,B6,JetBlue,Newark,1/1/13,,,3,1,Cancelled,NJ
0,LAS,McCarran International,B6,JetBlue,Las Vegas,1/1/13,,,1,1,Cancelled,NV
0,JFK,John F. Kennedy International,B6,JetBlue,New York,1/1/13,,,6,1,Cancelled,NY
0,LGA,LaGuardia,B6,JetBlue,New York,1/1/13,,,3,1,Cancelled,NY
,DFW,Dallas/Fort Worth International,B6,JetBlue,Dallas/Fort Worth,1/1/13,,,0,1,Cancelled,TX
0,SLC,Salt Lake City International,B6,JetBlue,Salt Lake City,1/1/13,,,1,1,Cancelled,UT
,SEA,Seattle/Tacoma International,B6,JetBlue,Seattle,1/1/13,,,0,1,Cancelled,WA
0,PHX,Phoenix Sky Harbor International,DL,Delta,Phoenix,1/1/13,,,1,1,Cancelled,AZ
0,LAX,Los Angeles International,DL,Delta,Los Angeles,1/1/13,,,3,1,Cancelled,CA
0,SFO,San Francisco International,DL,Delta,San Francisco,1/1/13,,,1,1,Cancelled,CA
0,DEN,Denver International,DL,Delta,Denver,1/1/13,,,2,1,Cancelled,CO
0,MCO,Orlando International,DL,Delta,Orlando,1/1/13,,,3,1,Cancelled,FL
0,ATL,Hartsfield-Jackson Atlanta,DL,Delta,Atlanta,1/1/13,,,96,1,Cancelled,GA
0,ORD,Chicago O'Hare International,DL,Delta,Chicago,1/1/13,,,6,1,Cancelled,IL
0,BOS,Logan International,DL,Delta,Boston,1/1/13,,,1,1,Cancelled,MA
0,BWI,Baltimore/Washington International,DL,Delta,Baltimore,1/1/13,,,2,1,Cancelled,MD
0,DTW,Detroit Metro Wayne County,DL,Delta,Detroit,1/1/13,,,19,1,Cancelled,MI
0,MSP,Minneapolis-St Paul International,DL,Delta,Minneapolis,1/1/13,,,21,1,Cancelled,MN
0,CLT,Charlotte Douglas International,DL,Delta,Charlotte,1/1/13,,,2,1,Cancelled,NC
0,EWR,Newark Liberty International,DL,Delta,Newark,1/1/13,,,7,1,Cancelled,NJ
0,LAS,McCarran International,DL,Delta,Las Vegas,1/1/13,,,1,1,Cancelled,NV
0,JFK,John F. Kennedy International,DL,Delta,New York,1/1/13,,,3,1,Cancelled,NY
0,LGA,LaGuardia,DL,Delta,New York,1/1/13,,,19,1,Cancelled,NY
0,DFW,Dallas/Fort Worth International,DL,Delta,Dallas/Fort Worth,1/1/13,,,4,1,Cancelled,TX
0,IAH,George Bush Intercontinental,DL,Delta,Houston,1/1/13,,,1,1,Cancelled,TX
0,SLC,Salt Lake City International,DL,Delta,Salt Lake City,1/1/13,,,15,1,Cancelled,UT
0,SEA,Seattle/Tacoma International,DL,Delta,Seattle,1/1/13,,,1,1,Cancelled,WA
0,DEN,Denver International,EV,ExpressJet,Denver,1/1/13,,,50,1,Cancelled,CO
,MCO,Orlando International,EV,ExpressJet,Orlando,1/1/13,,,0,1,Cancelled,FL
0,ATL,Hartsfield-Jackson Atlanta,EV,ExpressJet,Atlanta,1/1/13,,,157,1,Cancelled,GA
0,ORD,Chicago O'Hare International,EV,ExpressJet,Chicago,1/1/13,,,160,1,Cancelled,IL
0,BOS,Logan International,EV,ExpressJet,Boston,1/1/13,,,9,1,Cancelled,MA
0,BWI,Baltimore/Washington International,EV,ExpressJet,Baltimore,1/1/13,,,3,1,Cancelled,MD
0,DTW,Detroit Metro Wayne County,EV,ExpressJet,Detroit,1/1/13,,,46,1,Cancelled,MI
0,MSP,Minneapolis-St Paul International,EV,ExpressJet,Minneapolis,1/1/13,,,26,1,Cancelled,MN
0,CLT,Charlotte Douglas International,EV,ExpressJet,Charlotte,1/1/13,,,9,1,Cancelled,NC
0,EWR,Newark Liberty International,EV,ExpressJet,Newark,1/1/13,,,177,1,Cancelled,NJ
0,JFK,John F. Kennedy International,EV,ExpressJet,New York,1/1/13,,,2,1,Cancelled,NY
0,LGA,LaGuardia,EV,ExpressJet,New York,1/1/13,,,10,1,Cancelled,NY
0,DFW,Dallas/Fort Worth International,EV,ExpressJet,Dallas/Fort Worth,1/1/13,,,6,1,Cancelled,TX
0,IAH,George Bush Intercontinental,EV,ExpressJet,Houston,1/1/13,,,196,1,Cancelled,TX
0,SLC,Salt Lake City International,EV,ExpressJet,Salt Lake City,1/1/13,,,2,1,Cancelled,UT
,PHX,Phoenix Sky Harbor International,F9,Frontier,Phoenix,1/1/13,,,0,1,Cancelled,AZ
,LAX,Los Angeles International,F9,Frontier,Los Angeles,1/1/13,,,0,1,Cancelled,CA
,SFO,San Francisco International,F9,Frontier,San Francisco,1/1/13,,,0,1,Cancelled,CA
0,DEN,Denver International,F9,Frontier,Denver,1/1/13,,,5,1,Cancelled,CO
0,MCO,Orlando International,F9,Frontier,Orlando,1/1/13,,,1,1,Cancelled,FL
,ATL,Hartsfield-Jackson Atlanta,F9,Frontier,Atlanta,1/1/13,,,0,1,Cancelled,GA
,ORD,Chicago O'Hare International,F9,Frontier,Chicago,1/1/13,,,0,1,Cancelled,IL
,DTW,Detroit Metro Wayne County,F9,Frontier,Detroit,1/1/13,,,0,1,Cancelled,MI
,MSP,Minneapolis-St Paul International,F9,Frontier,Minneapolis,1/1/13,,,0,1,Cancelled,MN
,LAS,McCarran International,F9,Frontier,Las Vegas,1/1/13,,,0,1,Cancelled,NV
,LGA,LaGuardia,F9,Frontier,New York,1/1/13,,,0,1,Cancelled,NY
,DFW,Dallas/Fort Worth International,F9,Frontier,Dallas/Fort Worth,1/1/13,,,0,1,Cancelled,TX
,IAH,George Bush Intercontinental,F9,Frontier,Houston,1/1/13,,,0,1,Cancelled,TX
0,SLC,Salt Lake City International,F9,Frontier,Salt Lake City,1/1/13,,,1,1,Cancelled,UT
0,SEA,Seattle/Tacoma International,F9,Frontier,Seattle,1/1/13,,,1,1,Cancelled,WA
,PHX,Phoenix Sky Harbor International,FL,AirTran,Phoenix,1/1/13,,,0,1,Cancelled,AZ
,LAX,Los Angeles International,FL,AirTran,Los Angeles,1/1/13,,,0,1,Cancelled,CA
,SFO,San Francisco International,FL,AirTran,San Francisco,1/1/13,,,0,1,Cancelled,CA
,DEN,Denver International,FL,AirTran,Denver,1/1/13,,,0,1,Cancelled,CO
0,MCO,Orlando International,FL,AirTran,Orlando,1/1/13,,,2,1,Cancelled,FL
0,ATL,Hartsfield-Jackson Atlanta,FL,AirTran,Atlanta,1/1/13,,,24,1,Cancelled,GA
0,BOS,Logan International,FL,AirTran,Boston,1/1/13,,,1,1,Cancelled,MA
0,BWI,Baltimore/Washington International,FL,AirTran,Baltimore,1/1/13,,,7,1,Cancelled,MD
,DTW,Detroit Metro Wayne County,FL,AirTran,Detroit,1/1/13,,,0,1,Cancelled,MI
,MSP,Minneapolis-St Paul International,FL,AirTran,Minneapolis,1/1/13,,,0,1,Cancelled,MN
0,CLT,Charlotte Douglas International,FL,AirTran,Charlotte,1/1/13,,,1,1,Cancelled,NC
,LAS,McCarran International,FL,AirTran,Las Vegas,1/1/13,,,0,1,Cancelled,NV
0,LGA,LaGuardia,FL,AirTran,New York,1/1/13,,,4,1,Cancelled,NY
,PHX,Phoenix Sky Harbor International,HA,Hawaiian,Phoenix,1/1/13,,,0,1,Cancelled,AZ
,LAX,Los Angeles International,HA,Hawaiian,Los Angeles,1/1/13,,,0,1,Cancelled,CA
,SFO,San Francisco International,HA,Hawaiian,San Francisco,1/1/13,,,0,1,Cancelled,CA
,LAS,McCarran International,HA,Hawaiian,Las Vegas,1/1/13,,,0,1,Cancelled,NV
,JFK,John F. Kennedy International,HA,Hawaiian,New York,1/1/13,,,0,1,Cancelled,NY
,SEA,Seattle/Tacoma International,HA,Hawaiian,Seattle,1/1/13,,,0,1,Cancelled,WA
0,LAX,Los Angeles International,MQ,A. Eagle,Los Angeles,1/1/13,,,9,1,Cancelled,CA
,DEN,Denver International,MQ,A. Eagle,Denver,1/1/13,,,0,1,Cancelled,CO
0,ATL,Hartsfield-Jackson Atlanta,MQ,A. Eagle,Atlanta,1/1/13,,,6,1,Cancelled,GA
0,ORD,Chicago O'Hare International,MQ,A. Eagle,Chicago,1/1/13,,,229,1,Cancelled,IL
0,BWI,Baltimore/Washington International,MQ,A. Eagle,Baltimore,1/1/13,,,4,1,Cancelled,MD
0,DTW,Detroit Metro Wayne County,MQ,A. Eagle,Detroit,1/1/13,,,8,1,Cancelled,MI
0,MSP,Minneapolis-St Paul International,MQ,A. Eagle,Minneapolis,1/1/13,,,7,1,Cancelled,MN
0,CLT,Charlotte Douglas International,MQ,A. Eagle,Charlotte,1/1/13,,,13,1,Cancelled,NC
0,EWR,Newark Liberty International,MQ,A. Eagle,Newark,1/1/13,,,8,1,Cancelled,NJ
0,JFK,John F. Kennedy International,MQ,A. Eagle,New York,1/1/13,,,18,1,Cancelled,NY
0,LGA,LaGuardia,MQ,A. Eagle,New York,1/1/13,,,41,1,Cancelled,NY
0,DFW,Dallas/Fort Worth International,MQ,A. Eagle,Dallas/Fort Worth,1/1/13,,,182,1,Cancelled,TX
0,IAH,George Bush Intercontinental,MQ,A. Eagle,Houston,1/1/13,,,3,1,Cancelled,TX
0,SLC,Salt Lake City International,MQ,A. Eagle,Salt Lake City,1/1/13,,,2,1,Cancelled,UT
0,PHX,Phoenix Sky Harbor International,OO,SkyWest,Phoenix,1/1/13,,,16,1,Cancelled,AZ
0,LAX,Los Angeles International,OO,SkyWest,Los Angeles,1/1/13,,,64,1,Cancelled,CA
0,SFO,San Francisco International,OO,SkyWest,San Francisco,1/1/13,,,120,1,Cancelled,CA
0,DEN,Denver International,OO,SkyWest,Denver,1/1/13,,,102,1,Cancelled,CO
0,ATL,Hartsfield-Jackson Atlanta,OO,SkyWest,Atlanta,1/1/13,,,5,1,Cancelled,GA
0,ORD,Chicago O'Hare International,OO,SkyWest,Chicago,1/1/13,,,96,1,Cancelled,IL
0,DTW,Detroit Metro Wayne County,OO,SkyWest,Detroit,1/1/13,,,4,1,Cancelled,MI
0,MSP,Minneapolis-St Paul International,OO,SkyWest,Minneapolis,1/1/13,,,76,1,Cancelled,MN
,CLT,Charlotte Douglas International,OO,SkyWest,Charlotte,1/1/13,,,0,1,Cancelled,NC
0,LAS,McCarran International,OO,SkyWest,Las Vegas,1/1/13,,,5,1,Cancelled,NV
0,DFW,Dallas/Fort Worth International,OO,SkyWest,Dallas/Fort Worth,1/1/13,,,7,1,Cancelled,TX
0,IAH,George Bush Intercontinental,OO,SkyWest,Houston,1/1/13,,,27,1,Cancelled,TX
0,SLC,Salt Lake City International,OO,SkyWest,Salt Lake City,1/1/13,,,201,1,Cancelled,UT
0,SEA,Seattle/Tacoma International,OO,SkyWest,Seattle,1/1/13,,,28,1,Cancelled,WA
,PHX,Phoenix Sky Harbor International,UA,United,Phoenix,1/1/13,,,0,1,Cancelled,AZ
0,LAX,Los Angeles International,UA,United,Los Angeles,1/1/13,,,10,1,Cancelled,CA
0,SFO,San Francisco International,UA,United,San Francisco,1/1/13,,,22,1,Cancelled,CA
0,DEN,Denver International,UA,United,Denver,1/1/13,,,12,1,Cancelled,CO
0,MCO,Orlando International,UA,United,Orlando,1/1/13,,,1,1,Cancelled,FL
,ATL,Hartsfield-Jackson Atlanta,UA,United,Atlanta,1/1/13,,,0,1,Cancelled,GA
0,ORD,Chicago O'Hare International,UA,United,Chicago,1/1/13,,,51,1,Cancelled,IL
0,BOS,Logan International,UA,United,Boston,1/1/13,,,1,1,Cancelled,MA
,BWI,Baltimore/Washington International,UA,United,Baltimore,1/1/13,,,0,1,Cancelled,MD
,DTW,Detroit Metro Wayne County,UA,United,Detroit,1/1/13,,,0,1,Cancelled,MI
0,MSP,Minneapolis-St Paul International,UA,United,Minneapolis,1/1/13,,,6,1,Cancelled,MN
,CLT,Charlotte Douglas International,UA,United,Charlotte,1/1/13,,,0,1,Cancelled,NC
0,EWR,Newark Liberty International,UA,United,Newark,1/1/13,,,35,1,Cancelled,NJ
0,LAS,McCarran International,UA,United,Las Vegas,1/1/13,,,2,1,Cancelled,NV
,JFK,John F. Kennedy International,UA,United,New York,1/1/13,,,0,1,Cancelled,NY
0,LGA,LaGuardia,UA,United,New York,1/1/13,,,11,1,Cancelled,NY
0,DFW,Dallas/Fort Worth International,UA,United,Dallas/Fort Worth,1/1/13,,,4,1,Cancelled,TX
0,IAH,George Bush Intercontinental,UA,United,Houston,1/1/13,,,22,1,Cancelled,TX
0,SLC,Salt Lake City International,UA,United,Salt Lake City,1/1/13,,,1,1,Cancelled,UT
0,SEA,Seattle/Tacoma International,UA,United,Seattle,1/1/13,,,1,1,Cancelled,WA
0,PHX,Phoenix Sky Harbor International,US,US Airways,Phoenix,1/1/13,,,26,1,Cancelled,AZ
0,LAX,Los Angeles International,US,US Airways,Los Angeles,1/1/13,,,2,1,Cancelled,CA
0,SFO,San Francisco International,US,US Airways,San Francisco,1/1/13,,,1,1,Cancelled,CA
,DEN,Denver International,US,US Airways,Denver,1/1/13,,,0,1,Cancelled,CO
0,MCO,Orlando International,US,US Airways,Orlando,1/1/13,,,2,1,Cancelled,FL
0,ATL,Hartsfield-Jackson Atlanta,US,US Airways,Atlanta,1/1/13,,,4,1,Cancelled,GA
0,ORD,Chicago O'Hare International,US,US Airways,Chicago,1/1/13,,,3,1,Cancelled,IL
0,BOS,Logan International,US,US Airways,Boston,1/1/13,,,36,1,Cancelled,MA
0,BWI,Baltimore/Washington International,US,US Airways,Baltimore,1/1/13,,,1,1,Cancelled,MD
,DTW,Detroit Metro Wayne County,US,US Airways,Detroit,1/1/13,,,0,1,Cancelled,MI
,MSP,Minneapolis-St Paul International,US,US Airways,Minneapolis,1/1/13,,,0,1,Cancelled,MN
0,CLT,Charlotte Douglas International,US,US Airways,Charlotte,1/1/13,,,59,1,Cancelled,NC
0,EWR,Newark Liberty International,US,US Airways,Newark,1/1/13,,,5,1,Cancelled,NJ
0,LAS,McCarran International,US,US Airways,Las Vegas,1/1/13,,,4,1,Cancelled,NV
0,JFK,John F. Kennedy International,US,US Airways,New York,1/1/13,,,5,1,Cancelled,NY
0,LGA,LaGuardia,US,US Airways,New York,1/1/13,,,34,1,Cancelled,NY
,DFW,Dallas/Fort Worth International,US,US Airways,Dallas/Fort Worth,1/1/13,,,0,1,Cancelled,TX
0,IAH,George Bush Intercontinental,US,US Airways,Houston,1/1/13,,,2,1,Cancelled,TX
0,SLC,Salt Lake City International,US,US Airways,Salt Lake City,1/1/13,,,2,1,Cancelled,UT
,SEA,Seattle/Tacoma International,US,US Airways,Seattle,1/1/13,,,0,1,Cancelled,WA
0,LAX,Los Angeles International,VX,Virgin,Los Angeles,1/1/13,,,1,1,Cancelled,CA
,SFO,San Francisco International,VX,Virgin,San Francisco,1/1/13,,,0,1,Cancelled,CA
,MCO,Orlando International,VX,Virgin,Orlando,1/1/13,,,0,1,Cancelled,FL
,ORD,Chicago O'Hare International,VX,Virgin,Chicago,1/1/13,,,0,1,Cancelled,IL
,BOS,Logan International,VX,Virgin,Boston,1/1/13,,,0,1,Cancelled,MA
,LAS,McCarran International,VX,Virgin,Las Vegas,1/1/13,,,0,1,Cancelled,NV
,JFK,John F. Kennedy International,VX,Virgin,New York,1/1/13,,,0,1,Cancelled,NY
,DFW,Dallas/Fort Worth International,VX,Virgin,Dallas/Fort Worth,1/1/13,,,0,1,Cancelled,TX
,SEA,Seattle/Tacoma International,VX,Virgin,Seattle,1/1/13,,,0,1,Cancelled,WA
0,PHX,Phoenix Sky Harbor International,WN,Southwest,Phoenix,1/1/13,,,24,1,Cancelled,AZ
0,LAX,Los Angeles International,WN,Southwest,Los Angeles,1/1/13,,,40,1,Cancelled,CA
0,SFO,San Francisco International,WN,Southwest,San Francisco,1/1/13,,,23,1,Cancelled,CA
0,DEN,Denver International,WN,Southwest,Denver,1/1/13,,,5,1,Cancelled,CO
0,MCO,Orlando International,WN,Southwest,Orlando,1/1/13,,,8,1,Cancelled,FL
,ATL,Hartsfield-Jackson Atlanta,WN,Southwest,Atlanta,1/1/13,,,0,1,Cancelled,GA
0,BOS,Logan International,WN,Southwest,Boston,1/1/13,,,1,1,Cancelled,MA
0,BWI,Baltimore/Washington International,WN,Southwest,Baltimore,1/1/13,,,14,1,Cancelled,MD
0,DTW,Detroit Metro Wayne County,WN,Southwest,Detroit,1/1/13,,,1,1,Cancelled,MI
0,MSP,Minneapolis-St Paul International,WN,Southwest,Minneapolis,1/1/13,,,4,1,Cancelled,MN
0,EWR,Newark Liberty International,WN,Southwest,Newark,1/1/13,,,8,1,Cancelled,NJ
0,LAS,McCarran International,WN,Southwest,Las Vegas,1/1/13,,,24,1,Cancelled,NV
0,LGA,LaGuardia,WN,Southwest,New York,1/1/13,,,4,1,Cancelled,NY
0,SLC,Salt Lake City International,WN,Southwest,Salt Lake City,1/1/13,,,5,1,Cancelled,UT
0,SEA,Seattle/Tacoma International,WN,Southwest,Seattle,1/1/13,,,1,1,Cancelled,WA
0,PHX,Phoenix Sky Harbor International,YV,Mesa,Phoenix,1/1/13,,,8,1,Cancelled,AZ
0,ATL,Hartsfield-Jackson Atlanta,YV,Mesa,Atlanta,1/1/13,,,5,1,Cancelled,GA
0,ORD,Chicago O'Hare International,YV,Mesa,Chicago,1/1/13,,,26,1,Cancelled,IL
,BWI,Baltimore/Washington International,YV,Mesa,Baltimore,1/1/13,,,0,1,Cancelled,MD
0,DTW,Detroit Metro Wayne County,YV,Mesa,Detroit,1/1/13,,,1,1,Cancelled,MI
0,CLT,Charlotte Douglas International,YV,Mesa,Charlotte,1/1/13,,,57,1,Cancelled,NC
,LAS,McCarran International,YV,Mesa,Las Vegas,1/1/13,,,0,1,Cancelled,NV
0,LGA,LaGuardia,YV,Mesa,New York,1/1/13,,,6,1,Cancelled,NY
0,DFW,Dallas/Fort Worth International,YV,Mesa,Dallas/Fort Worth,1/1/13,,,4,1,Cancelled,TX
,PHX,Phoenix Sky Harbor International,9E,Pinnacle,Phoenix,1/1/13,,0,0,1,Delayed by Carrier,AZ
1,DEN,Denver International,9E,Pinnacle,Denver,1/1/13,23,14,0.61,1,Delayed by Carrier,CO
1,MCO,Orlando International,9E,Pinnacle,Orlando,1/1/13,18,18,1,1,Delayed by Carrier,FL
1,ATL,Hartsfield-Jackson Atlanta,9E,Pinnacle,Atlanta,1/1/13,85,4686,55.45,1,Delayed by Carrier,GA
1,ORD,Chicago O'Hare International,9E,Pinnacle,Chicago,1/1/13,102,2192,21.43,1,Delayed by Carrier,IL
1,BOS,Logan International,9E,Pinnacle,Boston,1/1/13,92,1426,15.48,1,Delayed by Carrier,MA
1,BWI,Baltimore/Washington International,9E,Pinnacle,Baltimore,1/1/13,86,1760,20.54,1,Delayed by Carrier,MD
1,DTW,Detroit Metro Wayne County,9E,Pinnacle,Detroit,1/1/13,114,21892,192,1,Delayed by Carrier,MI
1,MSP,Minneapolis-St Paul International,9E,Pinnacle,Minneapolis,1/1/13,112,12264,109.9,1,Delayed by Carrier,MN
1,CLT,Charlotte Douglas International,9E,Pinnacle,Charlotte,1/1/13,104,587,5.62,1,Delayed by Carrier,NC
1,EWR,Newark Liberty International,9E,Pinnacle,Newark,1/1/13,77,432,5.63,1,Delayed by Carrier,NJ
1,JFK,John F. Kennedy International,9E,Pinnacle,New York,1/1/13,83,5810,69.88,1,Delayed by Carrier,NY
1,LGA,LaGuardia,9E,Pinnacle,New York,1/1/13,179,756,4.23,1,Delayed by Carrier,NY
1,DFW,Dallas/Fort Worth International,9E,Pinnacle,Dallas/Fort Worth,1/1/13,61,789,13.04,1,Delayed by Carrier,TX
1,IAH,George Bush Intercontinental,9E,Pinnacle,Houston,1/1/13,37,161,4.37,1,Delayed by Carrier,TX
1,SLC,Salt Lake City International,9E,Pinnacle,Salt Lake City,1/1/13,211,1127,5.33,1,Delayed by Carrier,UT
1,PHX,Phoenix Sky Harbor International,AA,American,Phoenix,1/1/13,43,1771,40.8,1,Delayed by Carrier,AZ
1,LAX,Los Angeles International,AA,American,Los Angeles,1/1/13,71,8782,123.73,1,Delayed by Carrier,CA
1,SFO,San Francisco International,AA,American,San Francisco,1/1/13,55,3158,57.01,1,Delayed by Carrier,CA
1,DEN,Denver International,AA,American,Denver,1/1/13,45,1566,34.89,1,Delayed by Carrier,CO
1,MCO,Orlando International,AA,American,Orlando,1/1/13,42,3032,71.42,1,Delayed by Carrier,FL
1,ATL,Hartsfield-Jackson Atlanta,AA,American,Atlanta,1/1/13,45,1797,39.89,1,Delayed by Carrier,GA
1,ORD,Chicago O'Hare International,AA,American,Chicago,1/1/13,81,13824,171.51,1,Delayed by Carrier,IL
1,BOS,Logan International,AA,American,Boston,1/1/13,49,2820,57.82,1,Delayed by Carrier,MA
1,BWI,Baltimore/Washington International,AA,American,Baltimore,1/1/13,44,884,20.23,1,Delayed by Carrier,MD
1,DTW,Detroit Metro Wayne County,AA,American,Detroit,1/1/13,42,489,11.64,1,Delayed by Carrier,MI
1,MSP,Minneapolis-St Paul International,AA,American,Minneapolis,1/1/13,44,677,15.3,1,Delayed by Carrier,MN
1,CLT,Charlotte Douglas International,AA,American,Charlotte,1/1/13,35,458,13.07,1,Delayed by Carrier,NC
1,EWR,Newark Liberty International,AA,American,Newark,1/1/13,66,858,13.06,1,Delayed by Carrier,NJ
1,LAS,McCarran International,AA,American,Las Vegas,1/1/13,48,2043,42.97,1,Delayed by Carrier,NV
1,JFK,John F. Kennedy International,AA,American,New York,1/1/13,81,5364,66.13,1,Delayed by Carrier,NY
1,LGA,LaGuardia,AA,American,New York,1/1/13,47,2826,59.52,1,Delayed by Carrier,NY
1,DFW,Dallas/Fort Worth International,AA,American,Dallas/Fort Worth,1/1/13,73,34386,470.16,1,Delayed by Carrier,TX
1,IAH,George Bush Intercontinental,AA,American,Houston,1/1/13,43,1036,24.31,1,Delayed by Carrier,TX
